id,listing_url,name,host_identity_verified,room_type,accommodates,bedrooms,amenities,price,minimum_nights,number_of_reviews,last_review,review_scores_rating,instant_bookable,region_name,region_parent_name
1395937,https://www.airbnb.com/rooms/1395937,Ardmore B&B - 1,f,Private room,2,1,"[""Breakfast"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Patio or balcony"", ""First aid kit"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Shower gel"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Garden or backyard"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Host greets you""]",$110.00 ,1,8,03-08-20,100,f,Dungarvan LEA-6,Waterford City And County Council
1392840,https://www.airbnb.com/rooms/1392840,Triple room in B&B,f,Private room,6,3,"[""Shampoo"", ""Breakfast"", ""Free parking on premises"", ""Hangers"", ""Dryer"", ""Fire extinguisher"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Heating"", ""Hair dryer"", ""Cable TV"", ""First aid kit"", ""Smoke alarm"", ""Iron""]",$60.00 ,1,90,15-12-19,100,f,Galway City West LEA-6,Galway City Council
1389185,https://www.airbnb.com/rooms/1389185,Colourful Space near Town and Seaside,f,Private room,2,1,"[""Shampoo"", ""Breakfast"", ""Garden or backyard"", ""Heating"", ""Host greets you"", ""Dishes and silverware"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Coffee maker"", ""Lock on bedroom door"", ""Free street parking"", ""Free parking on premises"", ""Fire extinguisher"", ""Microwave"", ""Refrigerator"", ""Iron""]",$75.00 ,2,108,17-02-20,98,t,Galway City West LEA-6,Galway City Council
1367707,https://www.airbnb.com/rooms/1367707,"Flat in Inagh Co Clare,  On The Wild Atlantic Way.",t,Entire home/apt,2,,"[""Garden or backyard"", ""Bed linens"", ""Heating"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Oven"", ""Cooking basics"", ""Hangers"", ""Carbon monoxide alarm"", ""Essentials"", ""Lockbox"", ""Patio or balcony"", ""Free parking on premises"", ""Ethernet connection"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Refrigerator""]",$60.00 ,3,66,28-08-20,91,t,Ennistimon LEA-4,Clare County Council
1364560,https://www.airbnb.com/rooms/1364560,"Cosy double in Eclectic Arty home, near Guinness",t,Private room,2,1,"[""Shampoo"", ""Breakfast"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Host greets you"", ""Kitchen"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hot water"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Lock on bedroom door"", ""Free street parking"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Smoke alarm""]",$67.00 ,2,130,16-03-20,94,f,South West Inner City LEA-5,Dublin City Council
1361598,https://www.airbnb.com/rooms/1361598,Welcome to our home,t,Private room,2,4,"[""Breakfast"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""First aid kit"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Hair dryer"", ""Dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Host greets you""]",$60.00 ,1,57,16-09-19,98,f,Moate LEA-4,Westmeath County Council
1361410,https://www.airbnb.com/rooms/1361410,"Warm, friendly home-away-from-home/Erasmus welcome",f,Private room,1,1,"[""Breakfast"", ""Free parking on premises"", ""Dryer"", ""Washer"", ""Fire extinguisher"", ""Indoor fireplace"", ""Wifi"", ""Heating"", ""Smoke alarm"", ""Kitchen""]",$25.00 ,60,51,20-05-18,97,f,Galway City West LEA-6,Galway City Council
1356355,https://www.airbnb.com/rooms/1356355,Clare Ecolodge,t,Entire home/apt,16,7,"[""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Kitchen"", ""Washer"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Hair dryer"", ""Shower gel"", ""Free street parking"", ""Dryer"", ""Heating"", ""Smoke alarm"", ""Laptop-friendly workspace"", ""Extra pillows and blankets"", ""Host greets you""]",$457.00 ,2,14,03-08-20,96,f,Killaloe LEA-5,Clare County Council
1356068,https://www.airbnb.com/rooms/1356068,Clarence Terrace b&b,t,Private room,2,1,"[""Breakfast"", ""Hair dryer"", ""Heating"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Iron""]",$90.00 ,1,324,03-08-20,97,f,Cork City North East LEA-6,Cork City Council
1355697,https://www.airbnb.com/rooms/1355697,Cottage with Spectacular Waterfront Views,t,Entire home/apt,5,3,"[""Shampoo"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Host greets you"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Waterfront"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Iron""]",$214.00 ,2,37,24-08-20,92,f,Conamara South LEA-5,Galway County Council
1354941,https://www.airbnb.com/rooms/1354941,The Ultimate in comfort convenience,t,Entire home/apt,10,5,"[""Shampoo"", ""Free parking on premises"", ""Building staff"", ""Washer"", ""Hangers"", ""Wifi"", ""TV"", ""Long term stays allowed"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Iron"", ""Kitchen""]",$500.00 ,7,1,17-04-17,100,f,Kenmare LEA-6,Kerry County Council
1353385,https://www.airbnb.com/rooms/1353385,"Failte go An Rínn, An Cheathrú Rua.",t,Entire home/apt,6,3,"[""Garden or backyard"", ""High chair"", ""Heating"", ""Long term stays allowed"", ""BBQ grill"", ""Changing table"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Oven"", ""Cooking basics"", ""Hangers"", ""Carbon monoxide alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys"", ""Lockbox"", ""Coffee maker"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Game console"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Bathtub""]",$100.00 ,4,102,15-09-19,94,f,Conamara South LEA-5,Galway County Council
1350920,https://www.airbnb.com/rooms/1350920,Lough Owel Lodge organic farmhouse,f,Private room,2,1,"[""Shampoo"", ""Breakfast"", ""Free parking on premises"", ""Essentials"", ""Fire extinguisher"", ""Indoor fireplace"", ""Wifi"", ""Heating"", ""TV"", ""First aid kit"", ""Smoke alarm""]",$45.00 ,1,17,20-09-18,98,f,Mullingar LEA-6,Westmeath County Council
1350881,https://www.airbnb.com/rooms/1350881,"Old School House, Glencolmcille",t,Entire home/apt,6,3,"[""Garden or backyard"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Cooking basics"", ""Refrigerator"", ""Hangers"", ""Stove"", ""Smoke alarm"", ""Indoor fireplace"", ""Heating"", ""Kitchen"", ""Hair dryer"", ""Hot water"", ""Oven"", ""Iron"", ""Dishes and silverware""]",$65.00 ,2,49,24-08-20,93,f,Donegal LEA-6,Donegal County Council
1341478,https://www.airbnb.com/rooms/1341478,Lovely old world Dublin Central,f,Private room,3,1,"[""Hangers"", ""Single level home"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Coffee maker"", ""Wifi"", ""Lockbox"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Free street parking"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Lock on bedroom door"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Refrigerator"", ""Dishes and silverware""]",$60.00 ,3,106,24-09-19,90,f,Cabra-Glasnevin LEA-7,Dublin City Council
1340489,https://www.airbnb.com/rooms/1340489,Castle View House on Island - Carrigafoyle Castle,f,Private room,16,7,"[""Breakfast"", ""Hangers"", ""Hot water"", ""Indoor fireplace"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""First aid kit"", ""High chair"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Host greets you""]",$37.00 ,1,57,10-08-20,88,f,Listowel LEA-6,Kerry County Council
1334743,https://www.airbnb.com/rooms/1334743,"Villa Pio, Private Room",f,Private room,1,1,"[""Hangers"", ""Hot water"", ""Indoor fireplace"", ""Lake access"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Patio or balcony"", ""First aid kit"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Private entrance"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Host greets you""]",$51.00 ,1,13,29-07-18,93,t,Claremorris LEA-6,Mayo County Council
1333397,https://www.airbnb.com/rooms/1333397,Gleann na nGealt Sheepfarm B/B  Dingle Peninsula,t,Private room,2,1,"[""Shampoo"", ""Breakfast"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Host greets you"", ""Cable TV"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Carbon monoxide alarm"", ""Private living room"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Lock on bedroom door"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Smoke alarm"", ""Iron""]",$49.00 ,4,350,12-03-20,97,f,Corca Dhuibhne LEA-3,Kerry County Council
1325957,https://www.airbnb.com/rooms/1325957,Kavanagh Cottage. Luxury in Sunny South East,f,Entire home/apt,6,3,"[""Shampoo"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""BBQ grill"", ""Cable TV"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Dryer"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Coffee maker"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Iron""]",$126.00 ,3,5,26-08-19,100,t,New Ross LEA-6,Wexford County Council
1325115,https://www.airbnb.com/rooms/1325115,Three Rooms in Beautiful Ballydehob,t,Private room,6,3,"[""Shampoo"", ""Breakfast"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Host greets you"", ""Luggage dropoff allowed"", ""Wifi"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Room-darkening shades"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Babysitter recommendations"", ""Patio or balcony"", ""Iron"", ""Free parking on premises"", ""Ethernet connection"", ""First aid kit"", ""Refrigerator"", ""Bathtub""]",$35.00 ,2,93,15-09-19,91,t,Bantry-West Cork LEA-4,Cork County Council
1316370,https://www.airbnb.com/rooms/1316370,Single room in city centre,f,Private room,1,1,"[""Shampoo"", ""Breakfast"", ""Essentials"", ""Indoor fireplace"", ""Wifi"", ""Heating"", ""Kitchen""]",$45.00 ,2,192,13-03-20,98,f,Galway City Central LEA-6,Galway City Council
1298991,https://www.airbnb.com/rooms/1298991,Super 4 bed Holiday Home in Wexford,f,Entire home/apt,7,4,"[""Shampoo"", ""Garden or backyard"", ""High chair"", ""Heating"", ""BBQ grill"", ""Dishes and silverware"", ""Kitchen"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Babysitter recommendations"", ""Laptop-friendly workspace"", ""Children\u2019s books and toys"", ""Children\u2019s dinnerware"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Iron""]",$121.00 ,3,12,31-07-20,97,t,New Ross LEA-6,Wexford County Council
1296492,https://www.airbnb.com/rooms/1296492,"Charming & clean - Dublin, Aviva",t,Private room,2,1,"[""Shampoo"", ""Free parking on premises"", ""Hangers"", ""Washer"", ""Essentials"", ""Fire extinguisher"", ""Wifi"", ""TV"", ""Heating"", ""Cable TV"", ""Elevator"", ""Smoke alarm"", ""Iron"", ""Kitchen""]",$48.00 ,2,54,20-12-17,91,f,South East Inner City LEA-5,Dublin City Council
1294057,https://www.airbnb.com/rooms/1294057,Single room in suitable for one person,t,Private room,1,1,"[""Essentials"", ""Kitchen"", ""Cable TV"", ""Hot tub"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Lock on bedroom door"", ""Hangers"", ""Free street parking"", ""Iron"", ""Heating"", ""Indoor fireplace"", ""Hot water"", ""Smoke alarm"", ""Shampoo"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Washer""]",$90.00 ,2,7,16-03-18,91,f,Laytown  Bettystown-lea-7,Meath County Council
1291962,https://www.airbnb.com/rooms/1291962,cosy double bedroom,t,Private room,2,1,"[""Carbon monoxide alarm"", ""Free parking on premises"", ""Washer"", ""Essentials"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Heating"", ""Hot water"", ""Smoke alarm"", ""Kitchen""]",$40.00 ,3,57,22-03-20,94,f,Galway City East LEA-6,Galway City Council
1289697,https://www.airbnb.com/rooms/1289697,"Riverside relaxation, great location.",t,Entire home/apt,8,4,"[""Bathtub"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Patio or balcony"", ""Kitchen"", ""Game console"", ""Cooking basics"", ""Microwave"", ""Stove"", ""First aid kit"", ""High chair"", ""Dishwasher"", ""Washer"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Room-darkening shades"", ""Hair dryer"", ""Free street parking"", ""Dryer"", ""Private entrance"", ""Heating"", ""Fireplace guards"", ""Fire extinguisher"", ""Smoke alarm"", ""Stair gates"", ""Garden or backyard"", ""Baby monitor"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Oven"", ""Outlet covers"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware"", ""Changing table""]",$170.00 ,4,13,19-02-20,98,f,Rathfarnham-Templeogue LEA-7,South Dublin County Council
1287683,https://www.airbnb.com/rooms/1287683,The Greenway @ Dungarvan,t,Entire home/apt,7,4,"[""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""TV"", ""BBQ grill"", ""Patio or balcony"", ""Kitchen"", ""Cooking basics"", ""Microwave"", ""Stove"", ""First aid kit"", ""Dishwasher"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Garden or backyard"", ""Laptop-friendly workspace"", ""Oven"", ""Host greets you"", ""Refrigerator"", ""Dishes and silverware""]",$130.00 ,7,3,08-08-20,73,f,Dungarvan LEA-6,Waterford City And County Council
1286590,https://www.airbnb.com/rooms/1286590,Fantastic location in Galway city!,f,Private room,2,1,"[""Shampoo"", ""Free street parking"", ""Free parking on premises"", ""Hangers"", ""Essentials"", ""Bed linens"", ""Smoke alarm"", ""Wifi"", ""Heating"", ""Hair dryer"", ""Extra pillows and blankets"", ""Coffee maker"", ""Lock on bedroom door"", ""Refrigerator"", ""Iron"", ""Dishes and silverware""]",$61.00 ,2,227,01-03-20,95,f,Galway City Central LEA-6,Galway City Council
1276002,https://www.airbnb.com/rooms/1276002,City Centre HOME by the Liffey w outdoor Patio,t,Entire home/apt,5,3,"[""Shampoo"", ""Garden or backyard"", ""High chair"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Pack \u2019n Play/travel crib"", ""Dryer"", ""Washer"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Crib"", ""Oven"", ""Cooking basics"", ""Baby monitor"", ""Hangers"", ""Carbon monoxide alarm"", ""Essentials"", ""Laptop-friendly workspace"", ""Children\u2019s dinnerware"", ""Children\u2019s books and toys"", ""Coffee maker"", ""Patio or balcony"", ""Free street parking"", ""Free parking on premises"", ""Fire extinguisher"", ""Microwave"", ""Refrigerator"", ""Iron""]",$350.00 ,2,62,13-10-19,98,f,North Inner City LEA-7,Dublin City Council
1275654,https://www.airbnb.com/rooms/1275654,Leap room and breakfast,t,Private room,2,1,"[""Breakfast"", ""Carbon monoxide alarm"", ""Free parking on premises"", ""Essentials"", ""Fire extinguisher"", ""Indoor fireplace"", ""Wifi"", ""Heating"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Hot water"", ""Smoke alarm""]",$36.00 ,1,38,20-09-19,96,f,Skibbereen-West Cork LEA-5,Cork County Council
1270261,https://www.airbnb.com/rooms/1270261,Old Country house,t,Private room,6,1,"[""Essentials"", ""Breakfast"", ""Kitchen"", ""Dryer"", ""Heating"", ""Indoor fireplace"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Washer""]",$50.00 ,1,7,17-03-19,97,f,Rush-Lusk LEA-5,Fingal County Council
1263914,https://www.airbnb.com/rooms/1263914,"A Haven by the sea, town 2 minutes walk to village",t,Private room,2,1,"[""Bathtub"", ""Hangers"", ""Babysitter recommendations"", ""Bed linens"", ""Beach essentials"", ""Indoor fireplace"", ""Hot water"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Lockbox"", ""BBQ grill"", ""Patio or balcony"", ""Paid parking off premises"", ""Ethernet connection"", ""Cooking basics"", ""Microwave"", ""Stove"", ""First aid kit"", ""Dishwasher"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Hair dryer"", ""Free street parking"", ""Heating"", ""Smoke alarm"", ""Cleaning before checkout"", ""Luggage dropoff allowed"", ""Garden or backyard"", ""Pocket wifi"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Oven"", ""EV charger"", ""Refrigerator"", ""Dishes and silverware""]",$65.00 ,2,24,03-08-20,97,f,Greystones LEA-6,Wicklow County Council
1262956,https://www.airbnb.com/rooms/1262956,Double&Twin-Ensuite+Breakfast on Wild Atlantic Way,t,Private room,4,2,"[""Shampoo"", ""Single level home"", ""Breakfast"", ""Garden or backyard"", ""Pocket wifi"", ""Bed linens"", ""Heating"", ""Extra pillows and blankets"", ""Host greets you"", ""Luggage dropoff allowed"", ""Kitchen"", ""Dishes and silverware"", ""Dishwasher"", ""Dryer"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Private living room"", ""Refrigerator"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Coffee maker"", ""Lock on bedroom door"", ""First aid kit"", ""Iron"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""Shower gel"", ""Fireplace guards"", ""Oven"", ""Bathtub""]",$33.00 ,2,132,13-03-20,98,t,Milford LEA-3,Donegal County Council
1254917,https://www.airbnb.com/rooms/1254917,Small friendly B&B close to town with Sea-view,t,Entire home/apt,4,2,"[""Shampoo"", ""Breakfast"", ""High chair"", ""Heating"", ""Long term stays allowed"", ""Host greets you"", ""Luggage dropoff allowed"", ""Pack \u2019n Play/travel crib"", ""Dryer"", ""Washer"", ""Waterfront"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Private entrance"", ""Hair dryer"", ""Hot water"", ""Crib"", ""Carbon monoxide alarm"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Children\u2019s books and toys"", ""Lake access"", ""Free parking on premises"", ""Fire extinguisher"", ""First aid kit"", ""Smoke alarm"", ""Iron""]",$50.00 ,1,66,18-03-20,97,f,Glenties LEA-6,Donegal County Council
1252242,https://www.airbnb.com/rooms/1252242,Little Piece of Heaven - B&B 4 rms,t,Private room,9,4,"[""Essentials"", ""Breakfast"", ""Carbon monoxide alarm"", ""Cable TV"", ""Laptop-friendly workspace"", ""Hair dryer"", ""Heating"", ""Indoor fireplace"", ""Fire extinguisher"", ""Smoke alarm"", ""First aid kit"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo""]",$390.00 ,1,13,24-03-19,100,f,Ballina LEA-6,Mayo County Council
1250436,https://www.airbnb.com/rooms/1250436,Cliff View Lodge Bed & Breakfast,t,Private room,8,2,"[""Shampoo"", ""Breakfast"", ""Garden or backyard"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Cable TV"", ""Luggage dropoff allowed"", ""Dishes and silverware"", ""Dishwasher"", ""Washer"", ""Dryer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Lock on bedroom door"", ""Patio or balcony"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Microwave"", ""First aid kit"", ""Refrigerator"", ""Iron""]",$100.00 ,1,145,29-07-20,98,f,Ennistimon LEA-4,Clare County Council
1247562,https://www.airbnb.com/rooms/1247562,Kinsale - Cosy home from home,t,Entire home/apt,5,3,"[""Shampoo"", ""Breakfast"", ""High chair"", ""Bed linens"", ""Heating"", ""Long term stays allowed"", ""Extra pillows and blankets"", ""Dishes and silverware"", ""Kitchen"", ""Pack \u2019n Play/travel crib"", ""Washer"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Oven"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Babysitter recommendations"", ""Laptop-friendly workspace"", ""Children\u2019s books and toys"", ""Lockbox"", ""Coffee maker"", ""First aid kit"", ""Patio or balcony"", ""Free street parking"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""Game console"", ""Microwave"", ""Shower gel"", ""Fireplace guards"", ""Refrigerator"", ""Iron""]",$135.00 ,3,150,27-08-20,97,t,Bandon - Kinsale LEA-6,Cork County Council
1244973,https://www.airbnb.com/rooms/1244973,' Beachside Cottage ' Wine Strand .,f,Entire home/apt,4,3,"[""Free parking on premises"", ""Hangers"", ""Washer"", ""Essentials"", ""Indoor fireplace"", ""Wifi"", ""TV"", ""Heating"", ""Private entrance"", ""Hair dryer"", ""Smoke alarm"", ""Iron"", ""Kitchen""]",$85.00 ,2,68,07-10-18,91,t,Corca Dhuibhne LEA-3,Kerry County Council
1244710,https://www.airbnb.com/rooms/1244710,NEW° Modern Design Apartment - No Internet,t,Entire home/apt,6,2,"[""Shampoo"", ""Heating"", ""Dishes and silverware"", ""Washer"", ""Wifi"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Oven"", ""Cooking basics"", ""Hangers"", ""Essentials"", ""Laptop-friendly workspace"", ""Elevator"", ""Patio or balcony"", ""Iron"", ""Free street parking"", ""Stove"", ""Microwave"", ""Refrigerator"", ""Bathtub""]",$128.00 ,3,65,23-02-20,92,f,North Inner City LEA-7,Dublin City Council
1243546,https://www.airbnb.com/rooms/1243546,Lisduvogue House,f,Private room,11,5,"[""Breakfast"", ""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Lake access"", ""Pack \u2019n Play/travel crib"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Children\u2019s dinnerware"", ""Kitchen"", ""Ethernet connection"", ""Private living room"", ""First aid kit"", ""High chair"", ""Washer"", ""Iron"", ""Essentials"", ""Carbon monoxide alarm"", ""Cable TV"", ""Crib"", ""Hair dryer"", ""Dryer"", ""Private entrance"", ""Heating"", ""Fireplace guards"", ""Fire extinguisher"", ""Smoke alarm"", ""Garden or backyard"", ""Lock on bedroom door"", ""Laptop-friendly workspace"", ""Long term stays allowed"", ""Children\u2019s books and toys"", ""Extra pillows and blankets"", ""Host greets you""]",$40.00 ,1,74,23-08-20,97,f,Ballina LEA-6,Mayo County Council
1237485,https://www.airbnb.com/rooms/1237485,Cosy Farmhouse,t,Private room,2,1,"[""Garden or backyard"", ""Heating"", ""Host greets you"", ""Dishes and silverware"", ""Kitchen"", ""Dryer"", ""Washer"", ""Indoor fireplace"", ""Hair dryer"", ""Hot water"", ""Smoke alarm"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Hangers"", ""Refrigerator"", ""Essentials"", ""Coffee maker"", ""Free parking on premises"", ""Stove"", ""Fire extinguisher"", ""First aid kit"", ""Oven""]",$60.00 ,2,48,29-08-20,96,f,Bandon - Kinsale LEA-6,Cork County Council
1235090,https://www.airbnb.com/rooms/1235090,"Stunning Views at The Loft, East Ferry",f,Private room,2,1,"[""Breakfast"", ""Cable TV"", ""Free parking on premises"", ""Wifi"", ""TV""]",$90.00 ,1,11,27-08-19,100,f,Midleton LEA-7,Cork County Council
1234180,https://www.airbnb.com/rooms/1234180,Clashacrow Gardens,f,Private room,2,1,"[""Hangers"", ""Bed linens"", ""Hot water"", ""Indoor fireplace"", ""Coffee maker"", ""Free parking on premises"", ""Wifi"", ""TV"", ""Shampoo"", ""Patio or balcony"", ""Cooking basics"", ""Microwave"", ""Private living room"", ""Dishwasher"", ""Iron"", ""Washer"", ""Essentials"", ""Carbon monoxide alarm"", ""Hair dryer"", ""Heating"", ""Fire extinguisher"", ""Smoke alarm"", ""Garden or backyard"", ""Lock on bedroom door"", ""Extra pillows and blankets"", ""Oven"", ""Refrigerator"", ""Dishes and silverware""]",$60.00 ,2,8,29-10-19,100,f,Castlecomer LEA-6,Kilkenny County Council
